"","trip","Year","month","gear","light","fleet","bait","hook","hooks","sets","SWO","BUM","lat5","lon5","lat","lon","hbf","habSWO","habBUM","season","area"
"3341","235.1997.5.2.-5.-25",1997,5,"235","0","2","0","0",88.944,34,86,55,-5,-25,-7.5,-27.5,24,2.5149e-08,1.92145e-08,"2","S"
"3342","235.1997.5.2.10.-25.4",1997,5,"235","0","2","0","0",51.84,20,38,9,10,-25,14.5,-27.5,24,1.5664e-08,4.5561e-09,"2","N"
"3343","235.1997.5.2.30.-10.13",1997,5,"235","0","2","0","0",52.32,20,37,6,30,-10,32.5,-11.5,24,1.6331e-08,4.2861e-09,"2","N"
"3344","235.1997.5.2.30.-10.2",1997,5,"235","0","2","0","0",52.32,20,25,10,30,-10,30.5,-12.5,24,1.6472e-08,5.0982e-09,"2","N"
"3345","235.1997.5.2.30.-20.6",1997,5,"235","0","2","0","0",52.32,20,29,12,30,-20,33.5,-21.5,24,1.8359e-08,4.5624e-09,"2","N"
"3346","235.1997.6.2.-5.-15.10",1997,6,"235","0","2","0","0",23.544,9,17,8,-5,-15,-5.5,-15.5,24,2.3201e-08,4.9658e-09,"2","S"
"3347","235.1997.7.2.-40.0.9",1997,7,"235","0","2","0","0",36.288,14,43,0,-40,0,-40.5,3,24,3.554e-08,3.3147e-11,"3","S"
"3348","235.1997.7.2.-5.-5",1997,7,"235","0","2","0","0",55.944,21,37,14,-5,-5,-8.5,-7.5,24,2.3127e-08,4.1134e-09,"3","S"
"3349","235.1997.7.2.0.-10",1997,7,"235","0","2","0","0",34.32,13,30,2,0,-10,-2.5,-12.5,24,2.491e-08,3.167e-09,"3","S"
"3350","235.1997.8.2.0.0",1997,8,"235","0","2","0","0",61.368,23,45,8,0,0,-2.5,2.5,24,2.155e-08,2.4358e-09,"3","S"
"3351","235.1997.9.2.15.-15.5",1997,9,"235","0","2","0","0",44.472,17,14,4,15,-15,19.5,-17.5,24,1.0004e-08,6.8268e-10,"3","N"
"3352","235.1998.1.2.-10.-5",1998,1,"235","0","2","0","0",17.304,7,9,0,-10,-5,-11.5,-6.5,24,2.0009e-08,3.4734e-09,"1","S"
"3353","235.1998.1.2.-5.0.20",1998,1,"235","0","2","0","0",31.152,12,21,3,-5,0,-5.5,1.5,24,2.1737e-08,4.0842e-09,"1","S"
"3354","235.1998.1.2.10.-25.1",1998,1,"235","0","2","0","0",52.32,20,36,5,10,-25,11.5,-27.5,24,1.6451e-08,3.5966e-09,"1","N"
"3355","235.1998.1.2.5.-25.12",1998,1,"235","0","2","0","0",52.32,20,34,9,5,-25,8.5,-25.5,24,1.9252e-08,4.7277e-09,"1","N"
"3356","235.1998.10.2.-15.0.1",1998,10,"235","0","2","0","0",52.32,20,46,3,-15,0,-19.5,3.5,24,3.1121e-08,1.0459e-09,"4","S"
"3357","235.1998.11.2.0.-15",1998,11,"235","0","2","0","0",50.16,19,32,10,0,-15,2.5,-17.5,24,2.2344e-08,6.9465e-09,"4","N"
"3358","235.1998.11.2.15.-15.6",1998,11,"235","0","2","0","0",52.32,20,28,2,15,-15,17.5,-17.5,24,1.1032e-08,1.368e-09,"4","N"
"3359","235.1998.12.2.-5.0.4",1998,12,"235","0","2","0","0",52.32,20,24,7,-5,0,-9.5,-1.5,24,1.7816e-08,1.9089e-09,"4","S"
"3360","235.1998.12.2.40.-45.14",1998,12,"235","0","2","0","0",13.08,5,12,0,40,-45,44.5,-45.5,24,3.1297e-08,3.0651e-11,"4","N"
"3361","235.1998.12.2.40.-45.9",1998,12,"235","0","2","0","0",52.32,20,57,0,40,-45,43.5,-47,24,2.9578e-08,1.28152e-11,"4","N"
"3362","235.1998.2.2.-5.-5.7",1998,2,"235","0","2","0","0",52.32,20,34,4,-5,-5,-6.5,-8.5,24,2.0295e-08,3.7431e-09,"1","S"
"3363","235.1998.2.2.30.-50",1998,2,"235","0","2","0","0",12.12,5,7,4,30,-50,32.5,-52.5,24,1.9782e-08,1.3574e-08,"1","N"
"3364","235.1998.3.2.-35.15",1998,3,"235","0","2","0","0",40.32,15,37,6,-35,15,-37.5,17.5,24,2.683e-08,4.6163e-09,"1","S"
"3365","235.1998.3.2.10.-30.4",1998,3,"235","0","2","0","0",52.32,20,31,4,10,-30,14.5,-32.5,24,1.62295e-08,5.6852e-09,"1","N"
"3366","235.1998.3.2.5.-20.6",1998,3,"235","0","2","0","0",52.32,20,33,6,5,-20,7.5,-22.5,24,1.6834e-08,4.1206e-09,"1","N"
"3367","235.1998.4.2.25.-20.6",1998,4,"235","0","2","0","0",52.32,20,28,17,25,-20,28.5,-21.5,24,1.8186e-08,8.305e-09,"2","N"
"3368","235.1998.5.2.-25.10",1998,5,"235","0","2","0","0",56.496,22,72,5,-25,10,-27.5,11.5,24,3.9417e-08,1.3664e-09,"2","S"
"3369","235.1998.5.2.-5.-25",1998,5,"235","0","2","0","0",70.632,27,67,35,-5,-25,-7.5,-27.5,24,2.6203e-08,1.7303e-08,"2","S"
"3370","235.1998.6.2.-40.10.8",1998,6,"235","0","2","0","0",52.32,20,54,0,-40,10,-42.5,14,24,3.5126e-08,4.128e-11,"2","S"
"3371","235.1998.6.2.-40.5.2",1998,6,"235","0","2","0","0",52.32,20,65,0,-40,5,-43.5,8.5,24,3.4784e-08,1.1719e-11,"2","S"
"3372","235.1998.6.2.10.-25.5",1998,6,"235","0","2","0","0",52.32,20,21,5,10,-25,13.5,-26.5,24,1.5449e-08,4.1405e-09,"2","N"
"3373","235.1998.7.2.15.-15.7",1998,7,"235","0","2","0","0",52.32,20,22,1,15,-15,17.5,-18.5,24,1.1643e-08,1.0241e-09,"3","N"
"3374","235.1998.7.2.15.-30",1998,7,"235","0","2","0","0",145.152,56,90,52,15,-30,17.5,-32.5,24,1.7824e-08,1.4514e-08,"3","N"
"3375","235.1998.8.2.-10.5",1998,8,"235","0","2","0","0",18.144,7,12,0,-10,5,-11.5,6.5,24,1.439e-08,4.7177e-10,"3","S"
"3376","235.1998.8.2.-35.15.11",1998,8,"235","0","2","0","0",52.32,20,61,0,-35,15,-36.5,19.5,24,3.1725e-08,8.1061e-10,"3","S"
"3377","235.1998.8.2.-35.15.4",1998,8,"235","0","2","0","0",52.32,20,33,3,-35,15,-38.5,17.5,24,2.4801e-08,1.2247e-09,"3","S"
"3378","235.1998.8.2.-40.5",1998,8,"235","0","2","0","0",3.888,1,4,0,-40,5,-43.5,5.5,24,2.3838e-08,6.8968e-13,"3","S"
"3379","235.1998.8.2.-5.-20",1998,8,"235","0","2","0","0",3.096,1,4,0,-5,-20,-7.5,-23.5,24,2.3125e-08,7.7858e-09,"3","S"
"3380","235.1998.9.2.-15.10.5",1998,9,"235","0","2","0","0",2.616,1,2,0,-15,10,-15.5,10.5,24,1.3218e-08,3.8661e-11,"3","S"
"3381","235.1999.10.2.-25.0.10",1999,10,"235","0","2","0","0",52.32,20,48,4,-25,0,-25.5,2.5,24,3.1465e-08,1.8104e-09,"4","S"
"3382","235.1999.10.2.0.0",1999,10,"235","0","2","0","0",32.232,12,23,5,0,0,-1.5,-2.5,24,2.37435e-08,4.9254e-09,"4","S"
"3383","235.1999.10.2.10.-75",1999,10,"235","0","2","0","0",81.096,31,64,99,10,-75,12.5,-77.5,24,2.3673e-08,3.2679e-08,"4","N"
"3384","235.1999.10.2.20.-15.0",1999,10,"235","0","2","0","0",52.32,20,37,5,20,-15,20.5,-18.5,24,1.8146e-08,1.7253e-09,"4","N"
"3385","235.1999.11.2.-15.5.13",1999,11,"235","0","2","0","0",52.32,20,36,2,-15,5,-17.5,8.5,24,1.7708e-08,3.9208e-10,"4","S"
"3386","235.1999.11.2.-5.-5",1999,11,"235","0","2","0","0",19.152,7,18,0,-5,-5,-8.5,-7.5,24,2.2713e-08,4.0154e-09,"4","S"
"3387","235.1999.11.2.45.-40.22",1999,11,"235","0","2","0","0",52.32,20,41,0,45,-40,48.5,-43.5,24,2.5651e-08,4.6004e-12,"4","N"
"3388","235.1999.11.2.45.-40.35",1999,11,"235","0","2","0","0",31.392,12,30,0,45,-40,49.5,-40.5,24,3.4717e-08,2.3223e-11,"4","N"
"3389","235.1999.11.2.45.-40.7",1999,11,"235","0","2","0","0",52.32,20,0,0,45,-40,46.5,-44.5,24,0,6.4811e-12,"4","N"
"3390","235.1999.11.2.45.-45",1999,11,"235","0","2","0","0",12.48,5,0,0,45,-45,47.5,-47.5,24,1.4339e-10,2.3853e-13,"4","N"
"3391","235.1999.11.2.5.-45",1999,11,"235","0","2","0","0",20.352,8,20,8,5,-45,8.5,-47,24,2.4247e-08,9.4732e-09,"4","N"
"3392","235.1999.12.2.20.-35",1999,12,"235","0","2","0","0",7.632,3,6,7,20,-35,23.5,-37.5,24,2.0754e-08,3.1122e-08,"4","N"
"3393","235.1999.12.2.40.-60.0",1999,12,"235","0","2","0","0",51.84,20,53,1,40,-60,40.5,-62.5,24,2.4784e-08,1.8555e-09,"4","N"
"3394","235.1999.12.2.45.-25",1999,12,"235","0","2","0","0",206.664,79,186,1,45,-25,48.5,-27.5,24,2.5326e-08,3.2073e-11,"4","N"
"3395","235.1999.2.2.-10.0.0",1999,2,"235","0","2","0","0",51.84,20,29,3,-10,0,-14.5,-3.5,24,2.0606e-08,3.5818e-09,"1","S"
"3396","235.1999.2.2.-5.-15",1999,2,"235","0","2","0","0",24.96,10,20,8,-5,-15,-7.5,-16.5,24,2.217e-08,7.6518e-09,"1","S"
"3397","235.1999.2.2.5.-20.11",1999,2,"235","0","2","0","0",52.32,20,30,4,5,-20,9.5,-24.5,24,1.5949e-08,3.4812e-09,"1","N"
"3398","235.1999.2.2.5.-20.14",1999,2,"235","0","2","0","0",31.392,12,13,3,5,-20,9.5,-20.5,24,1.6071e-08,2.4306e-09,"1","N"
"3399","235.1999.2.2.5.-20.2",1999,2,"235","0","2","0","0",52.32,20,27,7,5,-20,6,-23,24,1.97325e-08,5.8711e-09,"1","N"
"3400","235.1999.2.2.5.-20.4",1999,2,"235","0","2","0","0",52.32,20,35,8,5,-20,6.5,-21.5,24,1.8448e-08,5.4413e-09,"1","N"
"3401","235.1999.3.2.25.-30",1999,3,"235","0","2","0","0",30.096,11,14,16,25,-30,27.5,-32.5,24,1.7834e-08,1.3438e-08,"1","N"
"3402","235.1999.3.2.30.-10.2",1999,3,"235","0","2","0","0",52.32,20,29,9,30,-10,31.5,-12.5,24,1.558e-08,2.6289e-09,"1","N"
"3403","235.1999.3.2.5.-20.5",1999,3,"235","0","2","0","0",52.32,20,33,4,5,-20,6.5,-21.5,24,1.8517e-08,3.7079e-09,"1","N"
"3404","235.1999.4.2.-20.5",1999,4,"235","0","2","0","0",165.888,64,208,26,-20,5,-22.5,7.5,24,3.2842e-08,4.77925e-09,"2","S"
"3405","235.1999.4.2.-5.-25",1999,4,"235","0","2","0","0",50.616,19,41,26,-5,-25,-6.5,-26.5,24,2.3653e-08,1.3902e-08,"2","S"
"3406","235.1999.4.2.10.-25",1999,4,"235","0","2","0","0",31.392,12,11,3,10,-25,12.5,-27.5,24,1.499e-08,3.0287e-09,"2","N"
"3407","235.1999.4.2.30.-5",1999,4,"235","0","2","0","0",26.88,10,23,2,30,-5,34.5,-8.5,24,1.5963e-08,1.4749e-09,"2","N"
"3408","235.1999.4.2.35.-5",1999,4,"235","0","2","0","0",3.096,1,0,0,35,-5,36.5,-8.5,24,0,1.0941e-09,"2","N"
"3409","235.1999.5.2.10.-70",1999,5,"235","0","2","0","0",5.568,2,9,9,10,-70,14.5,-72,24,2.39805e-08,4.35075e-08,"2","N"
"3410","235.1999.6.2.-40.10.5",1999,6,"235","0","2","0","0",51.84,20,65,0,-40,10,-41.5,11.5,24,3.39315e-08,3.4995e-11,"2","S"
"3411","235.1999.7.2.-40.15.1",1999,7,"235","0","2","0","0",52.32,20,72,0,-40,15,-44.5,18.5,24,3.3397e-08,6.429e-12,"3","S"
"3412","235.1999.7.2.25.-15",1999,7,"235","0","2","0","0",27.12,10,13,4,25,-15,27.5,-18,24,1.9499e-08,1.0734e-08,"3","N"
"3413","235.1999.8.2.10.-25.1",1999,8,"235","0","2","0","0",52.32,20,38,9,10,-25,11.5,-28,24,1.62085e-08,2.8206e-09,"3","N"
"3414","235.1999.8.2.15.-15.4",1999,8,"235","0","2","0","0",52.32,20,23,4,15,-15,18.5,-19.5,24,1.5218e-08,3.032e-09,"3","N"
"3415","235.1999.8.2.25.-30",1999,8,"235","0","2","0","0",6.84,3,2,7,25,-30,28.5,-31.5,24,1.8223e-08,2.6041e-08,"3","N"
"3416","235.2000.1.2.-5.0.12",2000,1,"235","0","2","0","0",52.32,20,31,5,-5,0,-8.5,-1,24,1.831e-08,2.7253e-09,"1","S"
"3417","235.2000.1.2.-5.0.31",2000,1,"235","0","2","0","0",52.32,20,32,7,-5,0,-5.5,-3.5,24,2.1619e-08,3.8741e-09,"1","S"
"3418","235.2000.1.2.-5.0.34",2000,1,"235","0","2","0","0",52.32,20,41,6,-5,0,-5.5,-1.5,24,2.1641e-08,3.9181e-09,"1","S"
"3419","235.2000.1.2.-5.0.35",2000,1,"235","0","2","0","0",52.32,20,33,13,-5,0,-5.5,-0.5,24,2.1426e-08,3.9224e-09,"1","S"
"3420","235.2000.1.2.-5.0.6",2000,1,"235","0","2","0","0",52.32,20,33,2,-5,0,-9.5,1.5,24,1.6309e-08,1.219e-09,"1","S"
"3421","235.2000.1.2.25.-40",2000,1,"235","0","2","0","0",26.88,10,19,16,25,-40,27,-42,24,1.9043e-08,1.9181e-08,"1","N"
"3422","235.2000.1.2.35.-45",2000,1,"235","0","2","0","0",3.168,1,4,2,35,-45,39.5,-48.5,24,2.265e-08,4.9739e-09,"1","N"
"3423","235.2000.10.2.-10.5.1",2000,10,"235","0","2","0","0",52.32,20,24,0,-10,5,-14.5,8,24,1.156e-08,2.74155e-10,"4","S"
"3424","235.2000.11.2.-15.10.0",2000,11,"235","0","2","0","0",51.84,20,25,0,-15,10,-19.5,10.5,24,1.6211e-08,7.1928e-11,"4","S"
"3425","235.2000.11.2.-30.-45",2000,11,"235","0","2","0","0",60.72,23,49,19,-30,-45,-33.5,-47.5,24,2.6143e-08,6.3488e-09,"4","S"
"3426","235.2000.11.2.0.-20",2000,11,"235","0","2","0","0",41.472,16,47,4,0,-20,-2.5,-22.5,24,2.6835e-08,8.04425e-09,"4","S"
"3427","235.2000.11.2.0.0",2000,11,"235","0","2","0","0",6,2,6,3,0,0,2,-1.5,24,2.3768e-08,7.5146e-09,"4","N"
"3428","235.2000.12.2.-5.-25",2000,12,"235","0","2","0","0",101.088,39,102,41,-5,-25,-8.5,-27.5,24,2.4706e-08,1.5475e-08,"4","S"
"3429","235.2000.12.2.0.-15",2000,12,"235","0","2","0","0",142.56,55,105,38,0,-15,2.5,-18.5,24,2.2628e-08,8.3365e-09,"4","N"
"3430","235.2000.12.2.0.5",2000,12,"235","0","2","0","0",14.04,5,15,2,0,5,-3.5,7.5,24,1.8968e-08,2.9678e-09,"4","S"
"3431","235.2000.12.2.25.-35.1",2000,12,"235","0","2","0","0",51.84,20,42,41,25,-35,26.5,-38.5,24,1.9465e-08,2.7673e-08,"4","N"
"3432","235.2000.2.2.-5.0.18",2000,2,"235","0","2","0","0",52.224,20,33,7,-5,0,-6.5,-4.5,24,1.9796e-08,4.0087e-09,"1","S"
"3433","235.2000.2.2.-5.0.23",2000,2,"235","0","2","0","0",52.056,20,30,2,-5,0,-6.5,2.5,24,1.5561e-08,2.5136e-09,"1","S"
"3434","235.2000.2.2.-5.0.27",2000,2,"235","0","2","0","0",52.32,20,32,6,-5,0,-5.5,-0.5,24,1.9679e-08,4.0038e-09,"1","S"
"3435","235.2000.2.2.-5.0.4",2000,2,"235","0","2","0","0",51.84,20,20,3,-5,0,-9.5,2,24,1.4581e-08,2.25195e-09,"1","S"
"3436","235.2000.2.2.0.-20.3",2000,2,"235","0","2","0","0",52.32,20,50,16,0,-20,1.5,-22.5,24,2.4861e-08,1.0266e-08,"1","N"
"3437","235.2000.2.2.10.-30.12",2000,2,"235","0","2","0","0",52.32,20,25,11,10,-30,14.5,-34.5,24,1.5997e-08,7.6843e-09,"1","N"
"3438","235.2000.2.2.15.-45",2000,2,"235","0","2","0","0",2.904,1,0,1,15,-45,15.5,-45.5,24,2.2281e-08,2.2206e-08,"1","N"
"3439","235.2000.3.2.-5.0.21",2000,3,"235","0","2","0","0",51.84,20,48,9,-5,0,-6.5,3.5,24,2.2045e-08,4.7423e-09,"1","S"
"3440","235.2000.3.2.10.-30.4",2000,3,"235","0","2","0","0",52.32,20,33,3,10,-30,12.5,-31.5,24,1.5441e-08,3.674e-09,"1","N"
"3441","235.2000.3.2.10.-30.5",2000,3,"235","0","2","0","0",52.32,20,39,5,10,-30,13.5,-31.5,24,1.5921e-08,3.8029e-09,"1","N"
"3442","235.2000.3.2.5.-25.10",2000,3,"235","0","2","0","0",52.32,20,26,7,5,-25,9.5,-28.5,24,1.6956e-08,4.8385e-09,"1","N"
"3443","235.2000.3.2.5.-25.3",2000,3,"235","0","2","0","0",52.32,20,34,9,5,-25,6.5,-29,24,2.07995e-08,6.142e-09,"1","N"
"3444","235.2000.4.2.0.0",2000,4,"235","0","2","0","0",6.048,2,4,1,0,0,-3.5,-3.5,24,2.5226e-08,7.1941e-09,"2","S"
"3445","235.2000.4.2.15.-15",2000,4,"235","0","2","0","0",8.064,3,1,0,15,-15,15.5,-17.5,24,1.2151e-08,2.0991e-10,"2","N"
"3446","235.2000.4.2.5.-20.2",2000,4,"235","0","2","0","0",52.32,20,27,10,5,-20,7.5,-22.5,24,1.7648e-08,4.8357e-09,"2","N"
"3447","235.2000.5.2.-40.15.0",2000,5,"235","0","2","0","0",52.32,20,106,0,-40,15,-44.5,16.5,24,5.2914e-08,1.8349e-11,"2","S"
"3448","235.2000.6.2.-15.5.9",2000,6,"235","0","2","0","0",52.32,20,29,1,-15,5,-16.5,7.5,24,1.5119e-08,3.9928e-10,"2","S"
"3449","235.2000.6.2.25.-30",2000,6,"235","0","2","0","0",17.976,7,8,6,25,-30,27.5,-31.5,24,1.8797e-08,1.8889e-08,"2","N"
"3450","235.2000.6.2.25.-50",2000,6,"235","0","2","0","0",23.112,9,11,21,25,-50,27.5,-53.5,24,2.0432e-08,3.3692e-08,"2","N"
"3451","235.2000.7.2.10.-25.1",2000,7,"235","0","2","0","0",52.32,20,29,5,10,-25,11.5,-27.5,24,1.5036e-08,4.1129e-09,"3","N"
"3452","235.2000.7.2.30.-70",2000,7,"235","0","2","0","0",2.736,1,2,5,30,-70,30.5,-74.5,24,2.0467e-08,5.0911e-08,"3","N"
"3453","235.2000.8.2.-15.10",2000,8,"235","0","2","0","0",36.288,14,17,0,-15,10,-17,10.5,24,1.17035e-08,4.03385e-11,"3","S"
"3454","235.2000.8.2.35.-60",2000,8,"235","0","2","0","0",16.272,6,28,17,35,-60,37.5,-62,24,3.52295e-08,3.7374e-08,"3","N"
"3455","235.2001.1.2.-5.-5.7",2001,1,"235","0","2","0","0",52.32,20,34,5,-5,-5,-8.5,-8.5,24,2.0463e-08,3.8983e-09,"1","S"
"3456","235.2001.1.2.-5.0.0",2001,1,"235","0","2","0","0",52.32,20,42,1,-5,0,-9.5,-4.5,24,1.9262e-08,2.4266e-09,"1","S"
"3457","235.2001.1.2.0.0",2001,1,"235","0","2","0","0",16.848,6,14,3,0,0,0.5,-1,24,2.4772e-08,6.70035e-09,"1","N"
"3458","235.2001.1.2.35.-55",2001,1,"235","0","2","0","0",3.336,1,0,0,35,-55,37.5,-59.5,24,2.0969e-08,1.2831e-08,"1","N"
"3459","235.2001.10.2.10.-40",2001,10,"235","0","2","0","0",37.296,14,29,6,10,-40,12.5,-42.5,24,2.0203e-08,8.85925e-09,"4","N"
"3460","235.2001.10.2.35.-35",2001,10,"235","0","2","0","0",41.856,16,35,7,35,-35,37,-37.5,24,2.1399e-08,8.2649e-09,"4","N"
"3461","235.2001.11.2.-15.5.11",2001,11,"235","0","2","0","0",52.32,20,29,2,-15,5,-17,7.5,24,1.8287e-08,8.77835e-10,"4","S"
"3462","235.2001.11.2.-15.5.4",2001,11,"235","0","2","0","0",52.32,20,57,2,-15,5,-18.5,5.5,24,2.7306e-08,2.2595e-09,"4","S"
"3463","235.2001.11.2.15.-15",2001,11,"235","0","2","0","0",70.632,27,25,1,15,-15,17.5,-17.5,24,1.1937e-08,1.4758e-09,"4","N"
"3464","235.2001.11.2.45.-45.11",2001,11,"235","0","2","0","0",52.32,20,0,0,45,-45,48.5,-46.5,24,1.6832e-10,3.8761e-13,"4","N"
"3465","235.2001.11.2.45.-45.4",2001,11,"235","0","2","0","0",52.32,20,1,0,45,-45,46.5,-48.5,24,0,0,"4","N"
"3466","235.2001.12.2.10.-25",2001,12,"235","0","2","0","0",124.08,47,57,13,10,-25,12.5,-27.5,24,1.6046e-08,4.569e-09,"4","N"
"3467","235.2001.12.2.25.-20",2001,12,"235","0","2","0","0",95.904,37,48,42,25,-20,27.5,-22.5,24,1.8306e-08,1.4639e-08,"4","N"
"3468","235.2001.12.2.25.-40",2001,12,"235","0","2","0","0",95.904,37,67,56,25,-40,27.5,-42.5,24,1.9466e-08,2.5839e-08,"4","N"
"3469","235.2001.12.2.25.-50",2001,12,"235","0","2","0","0",12,5,9,8,25,-50,27.5,-53.5,24,2.0355e-08,2.9182e-08,"4","N"
"3470","235.2001.12.2.25.-60",2001,12,"235","0","2","0","0",3.504,1,1,2,25,-60,28.5,-63.5,24,2.1147e-08,2.2618e-08,"4","N"
"3471","235.2001.12.2.40.-45.5",2001,12,"235","0","2","0","0",52.32,20,51,0,40,-45,42.5,-46.5,24,2.9326e-08,9.8433e-11,"4","N"
"3472","235.2001.12.2.45.-45.1",2001,12,"235","0","2","0","0",52.32,20,0,0,45,-45,45.5,-48.5,24,0,0,"4","N"
"3473","235.2001.2.2.-10.-20",2001,2,"235","0","2","0","0",3.744,1,7,1,-10,-20,-14.5,-20.5,24,2.972e-08,2.3634e-08,"1","S"
"3474","235.2001.2.2.-10.-5",2001,2,"235","0","2","0","0",75.168,29,48,10,-10,-5,-12.5,-7.5,24,2.1329e-08,4.1286e-09,"1","S"
"3475","235.2001.2.2.-35.-50",2001,2,"235","0","2","0","0",9.696,4,5,2,-35,-50,-36.5,-53,24,2.8138e-08,3.7102e-09,"1","S"
"3476","235.2001.2.2.-5.-5.13",2001,2,"235","0","2","0","0",52.32,20,41,3,-5,-5,-6.5,-8.5,24,1.9276e-08,3.8256e-09,"1","S"
"3477","235.2001.2.2.-5.0.15",2001,2,"235","0","2","0","0",52.32,20,50,5,-5,0,-5.5,-3.5,24,2.0721e-08,4.6758e-09,"1","S"
"3478","235.2001.2.2.-5.0.7",2001,2,"235","0","2","0","0",52.32,20,31,6,-5,0,-7.5,-3.5,24,1.9168e-08,3.6014e-09,"1","S"
"3479","235.2001.2.2.0.-20.5",2001,2,"235","0","2","0","0",51.84,20,43,14,0,-20,4.5,-23,24,2.1095e-08,7.6675e-09,"1","N"
"3480","235.2001.3.2.0.-20.4",2001,3,"235","0","2","0","0",52.32,20,57,7,0,-20,1.5,-22.5,24,2.5744e-08,9.4985e-09,"1","N"
"3481","235.2001.4.2.-25.-5",2001,4,"235","0","2","0","0",3.432,1,0,2,-25,-5,-28.5,-9.5,24,2.5641e-08,1.2156e-08,"2","S"
"3482","235.2001.4.2.-25.5.4",2001,4,"235","0","2","0","0",52.32,20,46,6,-25,5,-28.5,6,24,2.8998e-08,6.5505e-09,"2","S"
"3483","235.2001.4.2.-25.5.9",2001,4,"235","0","2","0","0",52.32,20,63,7,-25,5,-27.5,8.5,24,3.0868e-08,6.925e-09,"2","S"
"3484","235.2001.4.2.10.-30",2001,4,"235","0","2","0","0",191.808,74,126,21,10,-30,12.5,-32.5,24,1.69025e-08,5.01235e-09,"2","N"
"3485","235.2001.4.2.5.-30",2001,4,"235","0","2","0","0",97.584,38,80,16,5,-30,7.5,-32.5,24,2.1075e-08,5.84465e-09,"2","N"
"3486","235.2001.5.2.-40.5.0",2001,5,"235","0","2","0","0",52.32,20,60,0,-40,5,-44.5,7,24,2.8744e-08,3.1176e-12,"2","S"
"3487","235.2001.5.2.5.-30",2001,5,"235","0","2","0","0",61.632,24,54,12,5,-30,7.5,-32.5,24,2.2069e-08,5.904e-09,"2","N"
"3488","235.2001.6.2.-5.-30",2001,6,"235","0","2","0","0",35.616,14,38,22,-5,-30,-8.5,-33.5,24,2.7861e-08,2.43455e-08,"2","S"
"3489","235.2001.6.2.35.-45",2001,6,"235","0","2","0","0",30.528,12,28,7,35,-45,36.5,-47.5,24,2.1794e-08,9.04525e-09,"2","N"
"3490","235.2001.7.2.15.-25.10",2001,7,"235","0","2","0","0",52.32,20,28,16,15,-25,19.5,-27.5,24,1.9364e-08,1.1335e-08,"3","N"
"3491","235.2001.8.2.-30.15",2001,8,"235","0","2","0","0",111.456,43,141,0,-30,15,-33.5,16.5,24,3.1936e-08,3.1521e-10,"3","S"
"3492","235.2001.9.2.-30.10",2001,9,"235","0","2","0","0",176.256,68,172,5,-30,10,-32.5,12.5,24,2.86165e-08,8.355e-10,"3","S"
"3493","235.2001.9.2.0.-20",2001,9,"235","0","2","0","0",136.032,52,143,40,0,-20,2.5,-22.5,24,2.58045e-08,7.8193e-09,"3","N"
"3494","235.2002.1.2.10.-30.1",2002,1,"235","0","2","0","0",52.32,20,28,8,10,-30,10.5,-31.5,24,1.6082e-08,4.9369e-09,"1","N"
"3495","235.2002.1.2.35.-45",2002,1,"235","0","2","0","0",6.336,2,1,1,35,-45,38.5,-47.5,24,2.14395e-08,5.9636e-09,"1","N"
"3496","235.2002.11.2.-10.5",2002,11,"235","0","2","0","0",91.56,35,48,2,-10,5,-12.5,7.5,24,1.497e-08,4.2874e-10,"4","S"
"3497","235.2002.11.2.-5.5",2002,11,"235","0","2","0","0",87.12,33,44,4,-5,5,-7.5,7.5,24,1.5926e-08,9.5234e-10,"4","S"
"3498","235.2002.12.2.-10.-15",2002,12,"235","0","2","0","0",6.912,3,9,2,-10,-15,-12.5,-16.5,24,2.4927e-08,1.2259e-08,"4","S"
"3499","235.2002.12.2.0.-20.1",2002,12,"235","0","2","0","0",51.84,20,50,7,0,-20,0.5,-21.5,24,2.4094e-08,7.5233e-09,"4","N"
"3500","235.2002.12.2.0.-20.2",2002,12,"235","0","2","0","0",51.84,20,43,9,0,-20,1.5,-24.5,24,2.5421e-08,8.9036e-09,"4","N"
"3501","235.2002.2.2.0.-25.0",2002,2,"235","0","2","0","0",52.32,20,34,14,0,-25,0.5,-28,24,2.5194e-08,9.5937e-09,"1","N"
"3502","235.2002.2.2.25.-25",2002,2,"235","0","2","0","0",24.408,9,6,8,25,-25,27.5,-27.5,24,1.7468e-08,1.3154e-08,"1","N"
"3503","235.2002.2.2.5.-30",2002,2,"235","0","2","0","0",72.576,28,55,19,5,-30,6.5,-32.5,24,2.2043e-08,7.7198e-09,"1","N"
"3504","235.2002.3.2.-5.-15.3",2002,3,"235","0","2","0","0",51.84,20,48,4,-5,-15,-6.5,-18,24,2.2899e-08,6.8164e-09,"1","S"
"3505","235.2002.3.2.0.-15",2002,3,"235","0","2","0","0",209.952,81,147,47,0,-15,-1.5,-17.5,24,2.3828e-08,7.5805e-09,"1","S"
"3506","235.2002.3.2.10.-30.12",2002,3,"235","0","2","0","0",52.32,20,32,5,10,-30,14.5,-33.5,24,1.5838e-08,6.0725e-09,"1","N"
"3507","235.2002.3.2.10.-30.5",2002,3,"235","0","2","0","0",52.32,20,26,6,10,-30,11.5,-31,24,1.60765e-08,3.93585e-09,"1","N"
"3508","235.2002.3.2.10.-45",2002,3,"235","0","2","0","0",25.68,10,16,10,10,-45,12,-46.5,24,2.1344e-08,1.6723e-08,"1","N"
